movie_title,gross,budget,genres,title_year,duration,profit,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,profit_norm
Snow Flower and the Secret Fan ,1346503.0,6000000.0,Drama|History,2011.0,104.0,-4653497.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.958532821423508
Come Early Morning ,117560.0,6000000.0,Drama|Romance,2006.0,97.0,-5882440.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9584363338778076
Lucky Break ,54606.0,6000000.0,Comedy|Crime|Romance,2001.0,107.0,-5945394.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9584313911937676
"Surfer, Dude ",36497.0,6000000.0,Comedy,2008.0,85.0,-5963503.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9584299694085708
Deadfall ,65804.0,12000000.0,Crime|Drama|Thriller,2012.0,95.0,-11934196.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9579611946047752
L'auberge espagnole ,3895664.0,5300000.0,Comedy|Drama,2002.0,111.0,-1404336.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9587879215953432
Song One ,20200.0,6000000.0,Drama|Music,2014.0,86.0,-5979800.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9584286898882577
Murder by Numbers ,31874869.0,50000000.0,Crime|Mystery|Thriller,2002.0,115.0,-18125131.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9574751280225651
Winter in Wartime ,542860.0,4000000.0,Drama|History|War,2008.0,103.0,-3457140.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9586267505566831
The Protector ,11905519.0,200000000.0,Action|Crime|Drama|Thriller,2005.0,111.0,-188094481.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9441303875213344
Bend It Like Beckham ,32541719.0,3500159.0,Comedy|Drama|Romance|Sport,2002.0,112.0,29041560.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.9611783089295741
Sunshine State ,3064356.0,5600000.0,Drama|Romance,2002.0,141.0,-2535644.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9586990996301656
Crossover ,7009668.0,5600000.0,Action|Sport,2006.0,95.0,1409668.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9590088564471234
[Rec] 2 ,27024.0,5600000.0,Horror,2009.0,85.0,-5572976.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.958460630709998
Diary of a Mad Black Woman ,50382128.0,5500000.0,Comedy|Drama|Romance,2005.0,116.0,44882128.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9624219935665519
Don Jon ,24475193.0,3000000.0,Comedy|Drama|Romance,2013.0,90.0,21475193.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9605842535651683
Ghost World ,6200756.0,7000000.0,Comedy|Drama,2001.0,111.0,-799244.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9588354289589907
Iris ,1292119.0,5500000.0,Biography|Drama|Romance,2001.0,91.0,-4207881.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9585678079071487
The Chorus ,3629758.0,5500000.0,Drama|Music,2004.0,97.0,-1870242.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9587513420904621
Mambo Italiano ,6239558.0,5000000.0,Comedy|Drama,2003.0,92.0,1239558.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9589955006638209
Wonderland ,1056102.0,5000000.0,Crime|Drama|Mystery|Thriller,2003.0,104.0,-3943898.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9585885339064641
Harvard Man ,56007.0,5500000.0,Comedy|Crime|Drama|Romance|Thriller,2001.0,99.0,-5443993.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.9584707575044117
Le Havre ,611709.0,3850000.0,Comedy|Drama,2011.0,93.0,-3238291.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9586439329670057
R100 ,22770.0,5500000.0,Comedy|Drama,2013.0,99.0,-5477230.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9584681479801649
Salvation Boulevard ,27445.0,9000000.0,Action|Comedy|Drama|Thriller,2011.0,96.0,-8972555.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9581937208255487
The Ten ,766487.0,5250000.0,Comedy|Romance,2007.0,96.0,-4483513.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9585461673142193
Headhunters ,1196752.0,30300000.0,Crime|Drama|Thriller,2011.0,100.0,-29103248.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9566132071965036
Saint Ralph ,795126.0,6000000.0,Comedy|Drama|Sport,2004.0,98.0,-5204874.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.958489531365722
Insidious: Chapter 2 ,83574831.0,5000000.0,Fantasy|Horror|Thriller,2013.0,106.0,78574831.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.9650672962538897
Saw II ,87025093.0,4000000.0,Horror|Mystery,2005.0,95.0,83025093.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9654166980228114
10 Cloverfield Lane ,71897215.0,15000000.0,Drama|Horror|Mystery|Sci-Fi|Thriller,2016.0,104.0,56897215.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.9633653296334058
Jackass: The Movie ,64267897.0,5000000.0,Comedy|Documentary,2002.0,87.0,59267897.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963551458109516
Lights Out ,56536016.0,4900000.0,Horror,2016.0,81.0,51636016.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9629522590687403
Paranormal Activity 3 ,104007828.0,5000000.0,Horror,2011.0,94.0,99007828.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9666715445647023
Ouija ,50820940.0,5000000.0,Fantasy|Horror,2014.0,89.0,45820940.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9624957021647165
The Gift ,43771291.0,5000000.0,Mystery|Thriller,2015.0,108.0,38771291.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9619422156888915
Instructions Not Included ,44456509.0,5000000.0,Comedy|Drama,2013.0,115.0,39456509.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9619960139554423
Paranormal Activity 4 ,53884821.0,5000000.0,Horror,2012.0,96.0,48884821.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9627362555166687
Monster ,34468224.0,4500000.0,Biography|Crime|Drama|Thriller,2003.0,109.0,29968224.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9612510637563229
Paranormal Activity: The Marked Ones ,32453345.0,5000000.0,Fantasy|Horror|Thriller,2014.0,101.0,27453345.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.9610536139946628
Dallas Buyers Club ,27296514.0,5000000.0,Biography|Drama,2013.0,117.0,22296514.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9606487376360505
The Lazarus Effect ,25799043.0,3300000.0,Horror|Sci-Fi|Thriller,2015.0,83.0,22499043.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.9606646387202694
Memento ,25530884.0,9000000.0,Mystery|Thriller,2000.0,113.0,16530884.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9601960628674754
Oculus ,27689474.0,5000000.0,Horror|Mystery,2013.0,104.0,22689474.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9606795899587038
Clerks II ,24138847.0,5000000.0,Comedy,2006.0,97.0,19138847.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9604008208986841
Billy Elliot ,21994911.0,5000000.0,Drama|Music,2000.0,110.0,16994911.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9602324948471268
The Way Way Back ,21501098.0,5000000.0,Comedy|Drama,2013.0,103.0,16501098.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960193724290311
Our Idiot Brother ,24809547.0,5000000.0,Comedy|Drama,2011.0,90.0,19809547.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9604534793188885
O ,16017403.0,5000000.0,Drama|Romance|Thriller,2001.0,95.0,11017403.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.9597631849797653
"As Above, So Below ",21197315.0,5000000.0,Horror|Mystery|Thriller,2014.0,93.0,16197315.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.9601698734883652
Addicted ,17382982.0,5000000.0,Drama|Thriller,2014.0,106.0,12382982.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9598704001770284
Still Alice ,18656400.0,5000000.0,Drama,2014.0,101.0,13656400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9599703795718992
My Big Fat Greek Wedding ,241437427.0,5000000.0,Comedy|Family|Romance,2002.0,95.0,236437427.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.977461503671113
Spring Breakers ,14123773.0,5000000.0,Crime|Drama,2012.0,94.0,9123773.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9596145111102979
Y Tu Mamá También ,13622333.0,2000000.0,Adventure|Comedy|Drama|Romance,2001.0,106.0,11622333.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9598106796243668
Shaun of the Dead ,13464388.0,4000000.0,Comedy|Horror,2004.0,99.0,9464388.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9596412536893913
The Haunting of Molly Hartley ,13350177.0,5000000.0,Drama|Horror|Thriller,2008.0,82.0,8350177.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.95955377405463
Apollo 18 ,17683670.0,5000000.0,Horror|Mystery|Sci-Fi|Thriller,2011.0,86.0,12683670.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.9598940079823877
Sunshine Cleaning ,12055108.0,8000000.0,Comedy|Drama,2008.0,91.0,4055108.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9592165568961254
No Escape ,27285953.0,5000000.0,Action|Thriller,2015.0,103.0,22285953.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9606479084641767
Fifty Shades of Black ,11675178.0,5000000.0,Comedy,2016.0,92.0,6675178.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9594222654797322
Not Easily Broken ,10572742.0,8000000.0,Drama|Romance,2009.0,99.0,2572742.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9591001724444708
The Perfect Match ,9658370.0,5000000.0,Comedy|Romance,2016.0,96.0,4658370.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.959263920581662
Digimon: The Movie ,9628751.0,5000000.0,Action|Adventure|Animation|Family|Sci-Fi,2000.0,82.0,4628751.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.9592615951161065
Saved! ,8786715.0,5000000.0,Comedy|Drama,2004.0,92.0,3786715.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9591954846561166
The Barbarian Invasions ,3432342.0,6000000.0,Comedy|Crime|Drama|Mystery|Romance,2003.0,112.0,-2567658.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.9586965861268639
The Forsaken ,6755271.0,5000000.0,Horror|Thriller,2001.0,90.0,1755271.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9590359906472098
Made ,5308707.0,5000000.0,Comedy|Crime|Drama|Thriller,2001.0,95.0,308707.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9589224171046951
Moon ,5009677.0,5000000.0,Drama|Mystery|Sci-Fi,2009.0,97.0,9677.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.9588989394732745
Of Gods and Men ,3950029.0,4000000.0,Drama,2010.0,122.0,-49971.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9588942563519858
Bottle Shock ,4040588.0,5000000.0,Comedy|Drama,2008.0,110.0,-959412.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9588228537482447
90 Minutes in Heaven ,4700361.0,5000000.0,Drama,2015.0,121.0,-299639.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9588746542609532
Everything Must Go ,2711210.0,5000000.0,Comedy|Drama,2010.0,97.0,-2288790.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9587184807866606
The Machinist ,1082044.0,5000000.0,Drama|Thriller,2004.0,94.0,-3917956.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9585905706810831
Kill the Messenger ,2445646.0,5000000.0,Biography|Crime|Drama|Mystery|Thriller,2014.0,112.0,-2554354.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9586976306588788
Rabbit Hole ,2221809.0,5000000.0,Drama,2010.0,91.0,-2778191.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9586800566275634
Party Monster ,296665.0,5000000.0,Biography|Crime|Drama|Thriller,2003.0,98.0,-4703335.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9585289085111088
Green Room ,3219029.0,5000000.0,Crime|Horror|Music|Thriller,2015.0,95.0,-1780971.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.9587583509913568
Atlas Shrugged: Who Is John Galt? ,830210.0,5000000.0,Drama|Mystery|Sci-Fi,2014.0,99.0,-4169790.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.9585707985316962
"Lovely, Still ",124720.0,5000000.0,Drama|Romance,2008.0,90.0,-4875280.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9585154086571323
The Visit ,65069140.0,5000000.0,Horror|Thriller,2015.0,94.0,60069140.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9636143658038352
Redacted ,65087.0,5000000.0,Crime|Thriller|War,2007.0,90.0,-4934913.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.958510726713533
Fascination ,16066.0,5000000.0,Mystery|Romance|Thriller,2004.0,103.0,-4983934.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.9585068779459516
Rudderless ,37440.0,5000000.0,Comedy|Drama|Music,2014.0,105.0,-4962560.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9585085560748817
I Served the King of England ,617228.0,84450000.0,Comedy|Drama|Romance|War,2006.0,113.0,-83832772.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.9523162483887192
Soul Kitchen ,274385.0,4000000.0,Comedy|Drama,2009.0,99.0,-3725615.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9586056718786387
Hostel ,47277326.0,4800000.0,Horror,2005.0,93.0,42477326.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9622331862395436
Tristram Shandy: A Cock and Bull Story ,1247453.0,2800000.0,Comedy|Drama,2005.0,94.0,-1552547.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958776285160101
Take Shelter ,1729969.0,5000000.0,Drama|Thriller,2011.0,121.0,-3270031.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9586414409761643
Only God Forgives ,778565.0,4800000.0,Crime|Drama,2013.0,90.0,-4021435.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9585824462727569
The Names of Love ,513836.0,4600000.0,Comedy|Drama|Romance,2010.0,100.0,-4086164.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9585773642288008
Savage Grace ,434417.0,4600000.0,Drama,2007.0,97.0,-4165583.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958571128834326
25th Hour ,13060843.0,15000000.0,Drama,2002.0,108.0,-1939157.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9587459313926413
Requiem for a Dream ,3609278.0,4500000.0,Drama,2000.0,102.0,-890722.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958828246780724
Moms' Night Out ,10429707.0,5000000.0,Comedy,2014.0,98.0,5429707.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9593244802773012
Donnie Darko ,727883.0,4500000.0,Drama|Sci-Fi|Thriller,2001.0,133.0,-3772117.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9586020208843695
Spun ,410241.0,2000000.0,Comedy|Crime|Drama,2002.0,106.0,-1589759.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9587733635481543
Lady Vengeance ,211667.0,4200000000.0,Crime|Drama,2005.0,112.0,-4199788333.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6291617568516117
Mean Machine ,92191.0,2500000.0,Comedy|Drama|Sport,2001.0,99.0,-2407809.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9587091362920812
Exiled ,49413.0,35000000.0,Action|Crime|Thriller,2006.0,110.0,-34950587.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9561541172395335
After.Life ,108229.0,4500000.0,Drama|Horror|Mystery|Thriller,2009.0,104.0,-4391771.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.95855337021982
Falcon Rising ,8691.0,4500000.0,Action|Adventure,2014.0,103.0,-4491309.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9585455552297644
The Sweeney ,26345.0,3000000.0,Action|Crime|Drama,2012.0,112.0,-2973655.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9586647102350677
Whale Rider ,20772796.0,6000000.0,Drama|Family,2002.0,101.0,14772796.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9600580307567548
Paa ,199228.0,150000000.0,Comedy|Drama,2009.0,133.0,-149800772.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947136927285325
Pan ,34964818.0,150000000.0,Adventure|Family|Fantasy,2015.0,111.0,-115035182.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9498664651515473
Night Watch ,1487477.0,4200000.0,Fantasy|Thriller,2004.0,104.0,-2712523.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.958685212394878
Survival of the Dead ,101055.0,4000000.0,Horror,2009.0,90.0,-3898945.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9585920632846712
Lost in Translation ,44566004.0,4000000.0,Drama,2003.0,101.0,40566004.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9620831233246457
Exodus: Gods and Kings ,65007045.0,140000000.0,Action|Adventure|Drama,2014.0,150.0,-74992955.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9530102856604
Monster's Ball ,31252964.0,4000000.0,Drama|Romance,2001.0,112.0,27252964.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9610378815555709
Maggie ,131175.0,8500000.0,Drama|Horror,2015.0,95.0,-8368825.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9582411212549955
The Boy Next Door ,35385560.0,4000000.0,Mystery|Thriller,2015.0,91.0,31385560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9613623425317199
The Kids Are All Right ,20803237.0,3500000.0,Comedy|Drama,2010.0,106.0,17303237.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9602567023319456
The Last Exorcism Part II ,15152879.0,5000000.0,Drama|Horror|Thriller,2013.0,93.0,10152879.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9596953089277765
Boyhood ,25359200.0,4000000.0,Drama,2014.0,165.0,21359200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960575146649804
Scoop ,10515579.0,4000000.0,Comedy|Crime|Mystery,2006.0,96.0,6515579.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.959409734942672
Planet of the Apes ,180011740.0,100000000.0,Action|Adventure|Sci-Fi|Thriller,2001.0,119.0,80011740.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9651801117569723
The Wash ,10097096.0,4000000.0,Comedy,2001.0,93.0,6097096.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9593768787421914
3 Strikes ,9821335.0,6000000.0,Comedy,2000.0,82.0,3821335.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9591982027633291
The Cooler ,8243880.0,3200000.0,Crime|Drama|Fantasy|Romance,2003.0,101.0,5043880.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.9592941879852299
The Night Listener ,7825820.0,4000000.0,Crime|Mystery|Thriller,2006.0,81.0,3825820.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9591985548924697
My Soul to Take ,14637490.0,25000000.0,Horror|Mystery|Thriller,2010.0,107.0,-10362510.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.9580845918044435
The Orphanage ,7159147.0,3400000.0,Drama|Mystery|Thriller,2007.0,105.0,3759147.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.959193320219963
A Haunted House 2 ,17314483.0,4000000.0,Comedy|Fantasy,2014.0,86.0,13314483.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.959943534769363
The Rules of Attraction ,6525762.0,4000000.0,Comedy|Drama|Romance,2002.0,110.0,2525762.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.959096483921165
Secretary ,4046737.0,4000000.0,Comedy|Drama|Romance,2002.0,104.0,46737.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9589018491513016
The Real Cancun ,3713002.0,8000000.0,Documentary,2003.0,96.0,-4286998.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9585615962234879
You Kill Me ,2426851.0,4000000.0,Comedy|Crime|Romance|Thriller,2007.0,93.0,-1573149.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.9587746676429204
Thumbsucker ,1325073.0,4000000.0,Comedy|Drama,2005.0,96.0,-2674927.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9586881641556743
Mirrormask ,864959.0,4000000.0,Adventure|Fantasy,2005.0,101.0,-3135041.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9586520393959398
Samsara ,2601847.0,4000000.0,Documentary|Music,2011.0,102.0,-1398153.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9587884070389278
Poolhall Junkies ,562059.0,4000000.0,Drama|Thriller,2002.0,99.0,-3437941.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9586282579206454
Joe ,371897.0,4000000.0,Drama,2013.0,117.0,-3628103.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9586133278021082
Psycho Beach Party ,265107.0,1500000.0,Comedy|Horror|Mystery,2000.0,85.0,-1234893.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9588012250107223
"Buen Día, Ramón ",100412.0,4000000.0,Drama,2013.0,120.0,-3899588.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9585920128010508
Trust ,58214.0,9500000.0,Crime|Drama|Thriller,2010.0,106.0,-9441786.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9581568802661764
An Everlasting Piece ,75078.0,14000000.0,Comedy,2000.0,103.0,-13924922.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9578048974730922
Adore ,317125.0,16000000.0,Drama|Romance,2013.0,112.0,-15682875.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9576668759615763
Mondays in the Sun ,146402.0,4000000.0,Comedy|Drama,2002.0,113.0,-3853598.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9585956235968539
Stake Land ,18469.0,650000.0,Drama|Horror|Sci-Fi,2010.0,98.0,-631531.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9588485965475217
Futuro Beach ,20262.0,4000000.0,Drama,2014.0,106.0,-3979738.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9585857200138442
